   9P/1873 G1       1873 May  10.2804T 1.771159  0.462625  5.98  159.4082   80.4080    9.7665  73 May  22   394     1867    -    1972    8    Tempel 1                    Schrutka    1977
   9P               1879 May   7.6034T 1.771126  0.462546  5.98  159.5782   80.3642    9.7675  79 May  31   394     1867    -    1972    8    Tempel 1                    Schrutka    1977
   9P/1967 L1       1967 Jan. 12.6989  1.502850  0.518074  5.51  179.1585   69.0386   10.5406  67 Jan. 30   234     1967    -    1989    9    Tempel 1                    Marsden     1991
   9P/1972 A1       1972 July 15.3946  1.496661  0.519616  5.50  179.2237   69.0142   10.5511  72 July 22   234     1967    -    1989    9    Tempel 1                    Marsden     1991
   9P               1978 Jan. 11.0151  1.496850  0.519502  5.50  179.1113   69.0055   10.5466  78 Jan. 12   234     1967    -    1989    9    Tempel 1                    Marsden     1991
   9P               1983 July  9.7973  1.491118  0.520898  5.49  179.0756   68.9936   10.5571  83 July  5   234     1967    -    1989    9    Tempel 1                    Marsden     1991
   9P               1989 Jan.  4.4408  1.496726  0.519683  5.50  179.0136   68.9927   10.5463  88 Dec. 25   234     1967    -    1989    9    Tempel 1                    Marsden     1991
   9P               1994 July  3.3085  1.494152  0.520255  5.50  178.9021   68.9853   10.5519  94 June 17  0.00     1967    -    1989    9    Tempel 1                    Marsden     1991
  10P/1873 N1       1873 June 25.8358T 1.344165  0.552593  5.21  185.2127  122.6592   12.7478  73 June 11   108*    1873    -    1915    9    Tempel 2                    Sekanina    1985
  10P/1878 O1       1878 Sept. 7.7721T 1.339700  0.553687  5.20  185.1903  122.6562   12.7594  78 Sept.13   108*    1873    -    1915    9    Tempel 2                    Sekanina    1985
  10P               1894 Apr. 23.7442T 1.350670  0.551105  5.22  185.1388  122.5930   12.7331  94 May  12   108*    1873    -    1915    9    Tempel 2                    Sekanina    1985
  10P               1899 July 29.0363T 1.388620  0.542082  5.28  185.6557  122.3254   12.6403  99 Aug. 14   108*    1873    -    1915    9    Tempel 2                    Sekanina    1985
  10P               1904 Nov. 10.9381  1.387862  0.542222  5.28  185.7931  122.2901   12.6415  04 Nov. 16   108*    1873    -    1915    9    Tempel 2                    Sekanina    1985
  10P               1915 Apr. 14.5701  1.317561  0.559072  5.17  186.7370  121.8257   12.7585  15 Apr. 13   103*    1915    -    1956    9    Tempel 2                    @SekMar     1985
  10P               1920 June 10.9278  1.316420  0.559301  5.16  186.6793  121.8171   12.7580  20 June  5   103*    1915    -    1956    9    Tempel 2                    @SekMar     1985
  10P               1925 Aug.  7.0389  1.313283  0.560096  5.16  186.6042  121.8141   12.7672  25 July 29   103*    1915    -    1956    9    Tempel 2                    @SekMar     1985
  10P               1930 Oct.  5.7878  1.318687  0.558899  5.17  186.6211  121.7966   12.7530  30 Sept.21   124*    1930    -    1967    9    Tempel 2                    @SekMar     1985
  10P               1946 July  2.3420  1.393328  0.542240  5.31  190.8810  120.0884   12.4273  46 June 29   124*    1930    -    1967    9    Tempel 2                    @SekMar     1985
  10P               1951 Oct. 25.2003  1.391237  0.542619  5.30  191.0207  120.0532   12.4289  51 Nov. 10   124*    1930    -    1967    9    Tempel 2                    @SekMar     1985
  10P               1957 Feb.  5.1979  1.369265  0.547684  5.27  191.0583  119.9554   12.4664  57 Feb. 11   124*    1930    -    1967    9    Tempel 2                    @SekMar     1985
  10P               1962 May  12.6901  1.363959  0.548988  5.26  191.0776  119.9511   12.4781  62 May  16   110*    1961    -    1983    9    Tempel 2                    Yeomans     1985
  10P               1967 Aug. 14.2501  1.366510  0.548396  5.26  191.0033  119.9460   12.4701  67 Aug. 18   110*    1961    -    1983    9    Tempel 2                    Yeomans     1985
  10P               1972 Nov. 15.0380  1.364387  0.548888  5.26  190.8977  119.9443   12.4766  72 Nov. 19   110*    1961    -    1983    9    Tempel 2                    Yeomans     1985
  10P               1978 Feb. 20.7290  1.369384  0.547834  5.27  190.9586  119.9172   12.4642  78 Feb. 21   110*    1961    -    1983    9    Tempel 2                    Yeomans     1985
  10P               1983 June  1.5351  1.381404  0.544893  5.29  190.9472  119.8322   12.4337  83 May  26   110*    1961    -    1983    9    Tempel 2                    Yeomans     1985
  10P               1988 Sept.16.7353  1.383426  0.544429  5.29  191.0645  119.7926   12.4278  88 Oct.  6   264*    1946    -    1988    9    Tempel 2                    @YeoCho     1989
  10P               1994 Mar. 16.8162  1.483536  0.522447  5.48  194.8834  118.2487   11.9748  94 Mar. 29   264*    1946    -    1988    9    Tempel 2                    Yeomans     1991
  11D/1869 W1       1869 Nov. 19.3053T 1.063102  0.658121  5.48  106.0657  298.7380    5.4085  69 Dec.  9    39*    1869    -    1908    9    Tempel-Swift                Marsden     1971
  11D/1880 T1       1880 Nov.  8.4970T 1.067202  0.657333  5.50  106.0852  298.6602    5.4065  80 Nov. 21    39*    1869    -    1908    9    Tempel-Swift                Marsden     1971
  11D               1891 Nov. 17.8659T 1.086420  0.652988  5.54  106.6321  298.1460    5.3971  91 Nov.  4    39*    1869    -    1908    9    Tempel-Swift                Marsden     1971
  11D               1908 Oct.  5.0749  1.152561  0.638120  5.68  113.4376  291.8207    5.4482  08 Sept.16    39*    1869    -    1908    9    Tempel-Swift                Marsden     1971
  12P/1812 O1       1812 Sept.15.8287T 0.777102  0.955341 72.6   199.2871  255.6391   73.9565  12 Aug. 30   264*    1812    -    1954    9    Pons-Brooks                 Yeomans     1986
  12P/1883 R1       1884 Jan. 26.2161T 0.775729  0.955052 71.7   199.1757  255.7749   74.0407  84 Jan. 25   264*    1812    -    1954    9    Pons-Brooks                 Yeomans     1986
  12P/1953 M1       1954 May  22.8813  0.773656  0.954847 70.9   199.0279  255.8913   74.1770  54 May  18   264*    1812    -    1954    9    Pons-Brooks                 Yeomans     1986
  13P/1815 E1       1815 Apr. 26.4951T 1.212909  0.931712 74.9    65.5906   86.0325   44.4980  15 Apr. 17    84*    1815    -    1956    9    Olbers                      Yeomans     1986
  13P/1887 Q1       1887 Oct.  8.9741T 1.199085  0.930968 72.4    65.3560   86.0573   44.5717  87 Oct. 16    84*    1815    -    1956    9    Olbers                      Yeomans     1986
  13P/1956 A1       1956 June 19.1391  1.178461  0.930327 69.6    64.6445   86.1041   44.6107  56 June 16    84*    1815    -    1956    9    Olbers                      Yeomans     1986
  14P/1884 S1       1884 Nov. 18.2894T 1.571967  0.560906  6.77  172.6905  208.0024   25.2482  84 Oct. 31   164*    1884    -    1919    9    Wolf                        Yeomans     1978
  14P/1891 J1       1891 Sept. 3.9318T 1.592792  0.557150  6.82  172.7903  207.9089   25.2314  91 Aug. 16   164*    1884    -    1919    9    Wolf                        Yeomans     1978
  14P               1898 July  5.0670T 1.603058  0.555336  6.85  172.8615  207.8958   25.1934  98 July 10   164*    1884    -    1919    9    Wolf                        Yeomans     1978
  14P               1912 Feb. 24.2578  1.587177  0.557971  6.80  172.8236  207.9016   25.2565  12 Feb.  8   164*    1884    -    1919    9    Wolf                        Yeomans     1978
  14P               1918 Dec. 13.9890  1.582148  0.558688  6.79  172.9259  207.8410   25.2832  19 Jan.  2   164*    1884    -    1919    9    Wolf                        Yeomans     1978
  14P               1925 Nov.  8.0202  2.434687  0.405171  8.28  160.7482  205.1487   27.2935  25 Nov. 26    56     1925    -    1967    9    Wolf                        Yeomans     1978
  14P               1934 Feb. 27.7636  2.450274  0.403654  8.33  160.8110  205.1150   27.2576  34 Feb. 12    56     1925    -    1967    9    Wolf                        Yeomans     1978
  14P               1942 June 23.5659  2.437382  0.404776  8.29  160.9628  205.0468   27.2976  42 June 10    56     1925    -    1967    9    Wolf                        Yeomans     1978
  14P               1950 Oct. 23.6570  2.497595  0.396371  8.42  161.1391  204.5843   27.3108  50 Oct.  6    50     1950    -    1984    9    Wolf                        Nakano      1989
  14P               1959 Mar. 21.8357  2.506910  0.394751  8.43  161.0716  204.6096   27.2920  59 Mar. 13    50     1950    -    1984    9    Wolf                        Nakano      1989
  14P               1967 Aug. 30.1164  2.506057  0.394911  8.43  161.2457  204.5040   27.3014  67 Aug. 18    50     1950    -    1984    9    Wolf                        Nakano      1989
  14P               1976 Jan. 25.3535  2.500777  0.395684  8.42  161.1368  204.5137   27.3263  76 Jan. 23    50     1950    -    1984    9    Wolf                        Nakano      1989
  14P               1984 May  31.8247  2.415307  0.406752  8.21  162.1705  204.2181   27.5056  84 May  20    50     1950    -    1984    9    Wolf                        Nakano      1989
  14P               1992 Aug. 28.1290  2.427704  0.405599  8.25  162.2855  204.1450   27.4777  92 Sept.15  0.00     1950    -    1984    9    Wolf                        Nakano      1989
  15P/1886 S1       1886 Nov. 22.8897T 0.997545  0.717833  6.65  315.3363   53.8332    3.0362  86 Nov. 30   113*    1886    -    1906    9    Finlay                      @MarSek     1972
  15P/1893 K1       1893 July 12.6131T 0.989138  0.719471  6.62  315.4554   53.7299    3.0416  93 June 26   113*    1886    -    1906    9    Finlay                      @MarSek     1972
  15P               1906 Sept. 8.8579  0.964978  0.724048  6.54  316.0064   53.4844    3.0583  06 Sept.27    46*    1906    -    1926    9    Finlay                      Yeomans     1972
  15P               1919 Oct. 15.9679  1.012810  0.714627  6.69  318.3181   47.8933    3.4003  19 Oct.  9    46*    1906    -    1926    9    Finlay                      Yeomans     1972
  15P               1926 Aug.  7.6994  1.061135  0.705645  6.84  320.7960   46.1769    3.4349  26 July 24    46*    1906    -    1926    9    Finlay                      Yeomans     1972
  15P               1953 Dec. 25.8705  1.048901  0.707949  6.81  321.1485   46.0223    3.4444  53 Dec.  9    34*    1953    -    1967    9    Finlay                      Yeomans     1972
  15P               1960 Sept. 1.1026  1.077196  0.702476  6.89  321.6910   42.6772    3.6487  60 Aug. 14    34*    1953    -    1967    9    Finlay                      Yeomans     1972
  15P               1967 July 28.2107  1.080363  0.701987  6.90  321.7547   42.6259    3.6463  67 July  9    18*    1967    -    1988    9    Finlay                      Nakano      1992
  15P               1974 July  3.9286  1.095876  0.699184  6.95  322.1974   42.4100    3.6500  74 July 12    18*    1967    -    1988    9    Finlay                      Nakano      1992
  15P               1981 June 19.9900  1.100925  0.698423  6.97  322.1998   42.4312    3.6471  81 June  5    18*    1967    -    1988    9    Finlay                      Nakano      1992
  15P               1988 June  6.0749  1.094383  0.699471  6.95  322.2747   42.3701    3.6520  88 June  8    18*    1967    -    1988    9    Finlay                      Nakano      1992
  15P               1995 May   5.0418  1.035564  0.710306  6.76  323.5402   42.0480    3.6739  95 May   3    18*    1967    -    1988    9    Finlay                      Nakano      1992
  16P/1889 N1       1889 Sept.30.8540T 1.949832  0.470801  7.07  343.6632   19.4645    6.0812  89 Oct.  5   161*    1889    -    1904    9    Brooks 2                    @MarSek     1972
  16P/1896 M1       1896 Nov.  4.6356T 1.959215  0.469431  7.10  343.8436   19.4180    6.0713  96 Nov. 17   161*    1889    -    1904    9    Brooks 2                    @MarSek     1972
  16P               1903 Dec.  6.7488  1.958908  0.469748  7.10  343.6713   19.4071    6.0740  03 Nov. 22    83*    1896    -    1910    9    Brooks 2                    @MarSek     1972
  16P               1911 Jan.  8.6259  1.963023  0.468830  7.10  343.5371   19.4312    6.0703  11 Jan.  4    83*    1896    -    1910    9    Brooks 2                    @MarSek     1972
  16P               1925 Nov.  1.8058  1.861677  0.487303  6.92  195.6975  178.4711    5.5431  25 Oct. 17    79*    1925    -    1940    9    Brooks 2                    @MarSek     1972
  16P               1932 Oct.  9.5286  1.870003  0.486080  6.94  195.8290  178.4003    5.5384  32 Oct. 20    79*    1925    -    1940    9    Brooks 2                    @MarSek     1972
  16P               1939 Sept.15.4283  1.871484  0.486066  6.95  195.6864  178.4066    5.5396  39 Sept.14    79*    1925    -    1940    9    Brooks 2                    @MarSek     1972
  16P               1946 Aug. 25.8013  1.878841  0.484587  6.96  195.6083  178.3977    5.5327  46 Aug.  8    56*    1946    -    1961    9    Brooks 2                    @MarSek     1972
  16P               1953 Aug.  7.3585  1.866090  0.486663  6.93  195.6875  178.3823    5.5443  53 Aug. 11    56*    1946    -    1961    9    Brooks 2                    @MarSek     1972
  16P               1960 June 17.1166  1.763190  0.504830  6.72  197.0913  177.5928    5.5649  60 July  5    56*    1946    -    1961    9    Brooks 2                    @MarSek     1972
  16P               1974 Jan.  3.9930  1.840048  0.491199  6.88  198.1490  176.9860    5.5455  73 Dec. 24    34*    1960    -    1980    9    Brooks 2                    Yeomans     1986
  16P               1980 Nov. 25.3690  1.849672  0.489806  6.90  198.2227  176.9337    5.5390  80 Nov. 17   149*    1980    -    1994    9    Brooks 2                    Nakano      1994
  16P               1987 Oct. 16.5541  1.844796  0.490647  6.89  198.1383  176.9497    5.5426  87 Oct. 12   149*    1980    -    1994    9    Brooks 2                    Nakano      1994
  16P               1994 Sept. 1.0805  1.843340  0.490730  6.89  197.9895  176.9461    5.5413  94 Sept. 5   149*    1980    -    1994    9    Brooks 2                    Nakano      1994
  17P/1892 V1       1892 June 13.8905  2.140739  0.409532  6.90   14.2792  333.2083   20.8008  92 Nov.  1 N  22     1892    -    1906    4    Holmes                      Koebcke     1948
  17P/1899 L1       1899 Apr. 28.5985  2.128154  0.411336  6.87   14.0821  333.1418   20.8147  99 Sept. 6 N  22     1892    -    1906    4    Holmes                      Koebcke     1948
  17P               1906 Mar. 14.7461U 2.121406  0.412280  6.86   14.2979  333.0793   20.8269  06 Aug. 21 N  22     1892    -    1906    4    Holmes                      Koebcke     1948
  17P/1964 O1       1964 Nov. 15.9272  2.346952  0.378896  7.35   21.7925  330.2608   19.5238  64 Nov. 21    50*    1964    -    1986    9    Holmes                      Nakano      1990
  17P               1972 Jan. 30.8189  2.155166  0.413638  7.05   23.4266  328.1685   19.2239  72 Feb. 13    50*    1964    -    1986    9    Holmes                      Nakano      1990
  17P               1979 Feb. 22.6606  2.159999  0.413117  7.06   23.5906  328.0874   19.2104  79 Feb. 16    50*    1964    -    1986    9    Holmes                      Nakano      1990
  17P               1986 Mar. 14.1343  2.168456  0.411816  7.08   23.3300  328.0497   19.1909  86 Mar. 31    50*    1964    -    1986    9    Holmes                      Nakano      1990
  17P               1993 Apr. 10.7467  2.176756  0.410415  7.09   23.2227  328.0461   19.1704  93 Apr.  3  0.00*    1964    -    1986    9    Holmes                      Nakano      1990
  18P/1896 X1       1896 Nov. 25.120   1.11022   0.67866   6.42  163.848   248.068    13.665   96 Nov. 17   125*    1896    -    1955    9    Perrine-Mrkos               Marsden     1978
  18P/1909 P1       1909 Nov.  1.323   1.17301   0.66425   6.53  166.810   243.639    15.691   09 Oct. 21   125*    1896    -    1955    9    Perrine-Mrkos               Marsden     1978
  18P/1955 U1       1955 Sept.27.3828  1.153882  0.667479  6.46  167.8108  243.2331   15.8961  55 Oct. 20    52     1955    -    1962    8    Perrine-Mrkos               Sitarski    1968
  18P               1962 Feb. 12.7692  1.268889  0.643140  6.70  165.9420  240.9439   17.7639  62 Feb. 25    17     1961    -    1968    9    Perrine-Mrkos               Nakano      1992
  18P               1968 Nov.  1.5384  1.272214  0.642629  6.72  166.0455  240.8761   17.7592  68 Oct. 31    17     1961    -    1968    9    Perrine-Mrkos               Nakano      1992
  19P/1904 Y2       1905 Jan. 17.2944  1.395366  0.615229  6.91  352.3647   78.0687   30.4855  05 Jan. 15   162*    1904    -    1961    9    Borrelly                    Yeomans     1978
  19P/1911 S1       1911 Dec. 18.4897  1.402655  0.614072  6.93  352.3873   78.0630   30.4425  11 Dec. 10   162*    1904    -    1961    9    Borrelly                    Yeomans     1978
  19P               1918 Nov. 17.0978  1.395787  0.615088  6.91  352.4108   78.0582   30.4923  18 Nov. 23   162*    1904    -    1961    9    Borrelly                    Yeomans     1978
  19P               1925 Oct.  7.5262  1.388178  0.616450  6.89  352.4350   78.0663   30.5114  25 Oct. 17   162*    1904    -    1961    9    Borrelly                    Yeomans     1978
  19P               1932 Aug. 27.2928  1.385539  0.616726  6.87  352.5634   77.9958   30.5303  32 Aug. 21   162*    1904    -    1961    9    Borrelly                    Yeomans     1978
  19P               1953 June  9.4930  1.450058  0.604070  7.01  350.9697   76.8641   31.0909  53 June 12    40*    1932    -    1975    9    Borrelly                    Yeomans     1978
  19P               1960 June 13.2375  1.454163  0.603376  7.02  350.9887   76.8812   31.0675  60 May  26    40*    1960    -    1981    9    Borrelly                    Yeomans     1986
  19P               1967 June 17.7153  1.446643  0.604445  6.99  351.0428   76.8289   31.1165  67 May  30    40*    1960    -    1981    9    Borrelly                    Yeomans     1986
  19P               1974 May  12.6529  1.316511  0.631929  6.76  352.6859   75.8060   30.2168  74 Apr. 23    40*    1960    -    1981    9    Borrelly                    Yeomans     1986
  19P               1981 Feb. 20.0115  1.319280  0.631484  6.77  352.7839   75.7461   30.2018  81 Feb.  5   215*    1973    -    1988    9    Borrelly                    Muraoka     1991
  19P               1987 Dec. 18.3240  1.356789  0.624212  6.86  353.3371   75.4333   30.3253  87 Dec. 31   215*    1973    -    1988    9    Borrelly                    Muraoka     1991
  19P               1994 Nov.  1.4923  1.365115  0.622804  6.88  353.3586   75.4239   30.2706  94 Oct. 15  0.00*    1973    -    1988    9    Borrelly                    Muraoka     1991
  20D/1852 O1       1852 Oct. 13.2187T 1.249862  0.919521 61.2    57.0313  348.2377   40.9373  52 Sept.29   266     1852    -    1913    9    Westphal                    Yeomans     1986
  20D/1913 S1       1913 Nov. 26.8252  1.254027  0.919830 61.9    57.1086  347.9997   40.8893  13 Nov.  9   266     1852    -    1913    9    Westphal                    Yeomans     1986
  21P/1900 Y1       1900 Nov. 28.4965  0.931516  0.731570  6.46  171.0457  198.1360   29.8295  00 Dec.  7    57*    1900    -    1927    9    Giacobini-Zinner            Yeomans     1986
  21P/1913 U1       1913 Nov.  2.5664  0.976007  0.720616  6.53  171.4814  197.0692   30.7400  13 Nov.  9    57*    1900    -    1927    9    Giacobini-Zinner            Yeomans     1986
  21P               1926 Dec. 11.7071  0.993737  0.717004  6.58  171.7496  196.9448   30.7325  26 Dec. 31    62*    1913    -    1933    9    Giacobini-Zinner            Yeomans     1986
  21P               1933 July 15.1475  0.999529  0.715984  6.60  171.7655  196.9463   30.6777  33 July 27    29*    1926    -    1939    9    Giacobini-Zinner            Yeomans     1986
  21P               1940 Feb. 17.2088  0.995604  0.716705  6.59  171.7869  196.9526   30.7353  40 Feb. 21    61*    1933    -    1947    9    Giacobini-Zinner            Yeomans     1986
  21P               1946 Sept.18.4864  0.995706  0.716675  6.59  171.8058  196.9961   30.7209  46 Sept.17    84*    1939    -    1960    9    Giacobini-Zinner            Yeomans     1986
  21P               1959 Oct. 26.9171  0.935967  0.728953  6.42  172.8373  196.7326   30.8976  59 Nov.  8    87*    1946    -    1965    9    Giacobini-Zinner            Yeomans     1986
  21P               1966 Mar. 28.2844  0.933501  0.729394  6.41  172.9153  196.6674   30.9382  66 Mar. 16   119*    1959    -    1973    9    Giacobini-Zinner            Yeomans     1986
  21P               1972 Aug.  4.8849  0.994007  0.715089  6.52  171.8996  195.8333   31.7031  72 July 22    82*    1965    -    1978    9    Giacobini-Zinner            Yeomans     1986
  21P               1979 Feb. 12.7662  0.996057  0.714637  6.52  171.9659  195.7723   31.6944  79 Feb. 16  1011*    1978    -    1991    9    Giacobini-Zinner            Nakano      1995
  21P               1985 Sept. 5.2061  1.028268  0.707515  6.59  172.4802  195.4089   31.8726  85 Sept.12  1011*    1978    -    1991    9    Giacobini-Zinner            Nakano      1995
  21P               1992 Apr. 13.2293  1.034003  0.706491  6.61  172.5172  195.3844   31.8218  92 Apr.  8  1011*    1978    -    1991    9    Giacobini-Zinner            Nakano      1995
  22P/1906 Q1       1906 May   3.1772  1.698987  0.516152  6.58   19.7620  265.0439    8.7120  06 Apr. 20    70*    1906    -    1933    9    Kopff                       Yeomans     1973
  22P/1919 O1       1919 June 28.7247  1.707089  0.514768  6.60   19.6781  265.0084    8.6952  19 June 11    70*    1906    -    1933    9    Kopff                       Yeomans     1973
  22P               1926 Jan. 28.4387  1.698400  0.516410  6.58   19.6339  265.0089    8.7073  26 Feb. 14    70*    1906    -    1933    9    Kopff                       Yeomans     1973
  22P               1932 Aug. 21.4121  1.688187  0.518113  6.56   19.6743  264.9475    8.7060  32 Sept.10   137*    1919    -    1946    9    Kopff                       Yeomans     1973
  22P               1939 Mar. 13.0431  1.682089  0.519087  6.54   19.7948  264.9018    8.7128  39 Feb. 26   137*    1919    -    1946    9    Kopff                       Yeomans     1973
  22P               1945 Aug. 11.2725  1.495666  0.556077  6.18   31.4901  253.8688    7.2215  45 Aug. 13   115*    1945    -    1965    9    Kopff                       Yeomans     1973
  22P               1951 Oct. 20.3728  1.494842  0.556090  6.18   31.6626  253.7755    7.2187  51 Oct.  1   115*    1945    -    1965    9    Kopff                       Yeomans     1973
  22P               1958 Jan. 20.4292  1.517693  0.555402  6.31  161.8615  121.5500    4.7034  58 Feb.  6    94*    1958    -    1977    9    Kopff                       Nakano      1982
  22P               1964 May  16.1663  1.519730  0.554997  6.31  161.9915  121.5044    4.7041  64 May   5    94*    1958    -    1977    9    Kopff                       Nakano      1982
  22P               1970 Oct.  2.3227  1.566997  0.546109  6.41  162.8264  121.0181    4.7205  70 Oct. 21    58*    1963    -    1977    9    Kopff                       Yeomans     1986
  22P               1977 Mar.  7.9493  1.572050  0.545351  6.43  162.9761  120.9586    4.7208  77 Feb. 26   196*    1977    -    1991    9    Kopff                       Nakano      1993
  22P               1983 Aug. 10.3023  1.576334  0.544529  6.44  162.8865  120.9325    4.7211  83 Aug. 14   196*    1977    -    1991    9    Kopff                       Nakano      1993
  22P               1990 Jan. 20.3849  1.585164  0.542987  6.46  162.8971  120.9211    4.7172  90 Jan. 29   196*    1977    -    1991    9    Kopff                       Nakano      1993
  22P               1996 July  2.1998  1.579562  0.544074  6.45  162.8349  120.9133    4.7214  96 July 16 +0.02*    1977    -    1991    9    Kopff                       Nakano      1993
  23P/1847 O1       1847 Sept.10.0474T 0.487918  0.972093 73.1   129.3436  311.9757   19.1506  47 Sept.16    86     1847    -    1919    9    Brorsen-Metcalf             Yeomans     1986
  23P/1919 Q1       1919 Oct. 17.3628  0.484869  0.971972 72.0   129.4599  311.9100   19.2227  19 Oct.  9    86     1847    -    1919    9    Brorsen-Metcalf             Yeomans     1986
  23P/1989 N1       1989 Sept.11.9384  0.478742  0.971959 70.5   129.6111  311.5878   19.3357  89 Oct.  1    86*    1847    -    1989    9    Brorsen-Metcalf             Yeomans     1989
  24P/1911 X1       1911 Nov. 13.5247  1.225776  0.693863  8.01   44.1626   94.8809   17.6973  11 Nov. 20    19*    1911    -    1928    9    Schaumasse                  Marsden     1986
  24P/1919 U1       1919 Oct. 20.9048  1.168332  0.706471  7.94   45.8325   91.7185   14.7422  19 Oct.  9    19*    1911    -    1928    9    Schaumasse                  Marsden     1986
  24P               1927 Oct.  1.3552  1.172085  0.705854  7.95   46.0429   91.5883   14.7178  27 Oct.  7    19*    1911    -    1928    9    Schaumasse                  Marsden     1986
  24P               1943 Nov. 26.1948  1.202128  0.704682  8.21   50.9384   87.6607   12.0430  43 Nov. 12    66*    1944    -    1960    9    Schaumasse                  Marsden     1986
  24P               1952 Feb. 10.6554  1.194203  0.705676  8.17   51.8619   87.0497   12.0314  52 Jan. 29    66*    1944    -    1960    9    Schaumasse                  Marsden     1986
  24P               1960 Apr. 18.0552  1.195943  0.705434  8.18   51.9777   86.9085   12.0185  60 Apr. 16    66*    1944    -    1960    9    Schaumasse                  Marsden     1986
  24P               1976 Sept. 5.1131  1.205422  0.704266  8.23   57.2721   81.2402   11.8627  76 Sept.19    60*    1960    -    1992    9    Schaumasse                  Nakano      1992
  24P               1984 Dec.  6.5037  1.212642  0.703263  8.26   57.4113   81.0943   11.8417  84 Dec.  6    60*    1960    -    1992    9    Schaumasse                  Nakano      1992
  24P               1993 Mar.  3.9608  1.202158  0.704849  8.22   57.4820   81.0530   11.8458  93 Feb. 22    60*    1960    -    1992    9    Schaumasse                  Nakano      1992
  25D/1916 D1       1916 Mar. 11.8097  1.339825  0.566465  5.43  193.7531  328.7441   10.6384  16 Feb. 27    55     1916    -    1927    9    Neujmin 2                   Marsden     1969
  25D/1926 V2       1927 Jan. 16.2283  1.338182  0.566836  5.43  193.7081  328.7178   10.6387  26 Dec. 31    55     1916    -    1927    9    Neujmin 2                   Marsden     1969
  26P/1808 C1       1808 Mar. 17.10    0.7315    0.7437    4.82  193.59     18.50      3.50                         1808    -   (1922)   9    Grigg-Skjellerup            @BelKre     1986
  26P/1902 O1       1902 July  3.503   0.75313   0.73629   4.83  350.699   221.996     8.294   02 June 20     4     1902    -   (1922)   9    Grigg-Skjellerup            @MarSek     1972
  26P/1922 K1       1922 May  15.6943  0.888937  0.695138  4.98  354.9900  216.5870   17.5058  22 May  26    76*    1922    -    1942    9    Grigg-Skjellerup            @MarSek     1972
  26P/1927 F1       1927 May  10.2494  0.892703  0.694235  4.99  355.0154  216.5707   17.4812  27 Apr. 30    76*    1922    -    1942    9    Grigg-Skjellerup            @MarSek     1972
  26P               1932 May  12.6089  0.907600  0.690566  5.02  355.2198  216.4781   17.4594  32 May  13    76*    1922    -    1942    9    Grigg-Skjellerup            @MarSek     1972
  26P               1937 May  23.0605  0.907875  0.690526  5.02  355.3025  216.4409   17.4611  37 May  27    76*    1922    -    1942    9    Grigg-Skjellerup            @MarSek     1972
  26P               1942 May  23.3800  0.856003  0.703466  4.90  356.3493  216.1166   17.6173  42 June 10    36*    1942    -    1961    9    Grigg-Skjellerup            @MarSek     1972
  26P               1947 Apr. 18.1370  0.853133  0.704273  4.90  356.3825  216.0897   17.6414  47 Apr.  5    36*    1942    -    1961    9    Grigg-Skjellerup            @MarSek     1972
  26P               1952 Mar. 11.1585  0.855617  0.703596  4.90  356.3468  216.0944   17.6225  52 Mar.  9    36*    1942    -    1961    9    Grigg-Skjellerup            @MarSek     1972
  26P               1957 Feb.  2.6335  0.855289  0.703639  4.90  356.3140  216.0998   17.6306  57 Feb. 11    36*    1942    -    1961    9    Grigg-Skjellerup            @MarSek     1972
  26P               1961 Dec. 31.3576  0.857761  0.702977  4.91  356.3693  216.0745   17.6151  62 Jan. 16   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1967 Jan. 16.4752  1.002954  0.662435  5.12  359.1595  213.3943   21.0441  67 Jan. 30   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1972 Mar.  2.6528  1.001308  0.662838  5.12  359.2709  213.3606   21.0620  72 Feb. 13   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1977 Apr. 11.0007  0.993386  0.664706  5.10  359.3108  213.3537   21.0984  77 Apr.  7   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1982 May  14.9967  0.989247  0.665680  5.09  359.3169  213.3412   21.1313  82 May  31   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1987 June 18.0461  0.993303  0.664713  5.10  359.3058  213.3355   21.1005  87 June 14   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  26P               1992 July 22.1379  0.994690  0.664326  5.10  359.2652  213.3403   21.0990  92 Aug.  6   173*    1961    -    1992    9    Grigg-Skjellerup            Muraoka     1994
  27P/1818 D1       1818 Feb.  6.2     0.746     0.918    27.7   195.6     252.1      29.2     18 Feb. 20     4     1818    -   (1873)   9    Crommelin                   Marsden     1973
  27P/1873 V1       1873 Dec.  2.4190T 0.747466  0.919076 28.1   196.0245  251.5880   28.7941  73 Nov. 18   279*    1873    -    1984    9    Crommelin                   @YeoCho     1986
  27P/1928 W1       1928 Nov.  4.9696  0.745022  0.919051 27.9   195.8797  251.0748   28.8937  28 Nov. 10   279*    1873    -    1984    9    Crommelin                   @YeoCho     1986
